id,GEOID10,Total:,Speak only English,Spanish or Spanish Creole:,"Speak English ""very well""","Speak English less than ""very well""","French (incl. Patois, Cajun):",French Creole:,Italian:,Portuguese or Portuguese Creole:,German:,Yiddish:,Other West Germanic languages:,Scandinavian languages:,Greek:,Russian:,Polish:,Serbo-Croatian:,Other Slavic languages:,Armenian:,Persian:,Gujarati:,Hindi:,Urdu:,Other Indic languages:,Other Indo-European languages:,Chinese:,Japanese:,Korean:,"Mon-Khmer, Cambodian:",Hmong:,Thai:,Laotian:,Vietnamese:,Other Asian languages:,Tagalog:,Other Pacific Island languages:,Navajo:,Other Native North American languages:,Hungarian:,Arabic:,Hebrew:,African languages:,Other and unspecified languages:,"$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",ApproxAvgIncome,LI1207_AVG,LI0308_AVG,LI0708_AVG,LI1108_AVG,LI0309_AVG,LI1009_AVG,LI0410_AVG,LI0311_AVG,LI1011_AVG,LI0412_AVG,LI1112_AVG,LI0913_AVG,LI_AVG,RB_CUSTMR
143,42101014800,317,649,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,4,0,11,5,9,0,5,48,3,13,0,0,0,37630.0578,2.69,3.49,3.5,3.28,3.3,3.57,2.6,2.7,3.6,2.29,1.99,2.9,2.9925,51
224,42101024600,1175,2419,132,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,160,79,20,100,66,27,7,25,46,119,52,8,14,0,37560.17505,2.4,2.2,3.6,2.5,3.2,2.5,2.5,2.1,2.9,1.5,1,1.47,2.3225,189
263,42101028400,1345,2826,1159,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,160,138,178,58,39,79,52,42,62,176,80,11,28,5,0,37540.61372,2.12,2.64,3.15,2.7,2.85,2.88,2.38,2.29,3.37,1.46,1.11,1.64,2.3825,249
268,42101028901,1214,1634,1978,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,178,0,0,0,0,0,0,1,0,0,0,171,65,107,100,134,107,9,46,108,113,132,0,0,10,0,37295.82577,2.48,3,2.49,2.66,2.2,2.58,3.19,2.74,3.18,1.81,1.7,1.61,2.47,137
43,42101003701,2203,4677,326,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,218,0,0,30,119,0,99,19,0,0,0,192,0,79,0,233,150,212,141,136,252,13,217,86,413,89,0,13,0,0,37294.11765,2.5,2.15,3.14,2.22,2.84,1.76,1.62,1.91,2.17,2.18,1.35,1.45,2.1075,811
144,42101014900,1401,2694,46,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,202,38,140,35,53,148,35,6,95,58,111,29,14,0,0,37251.03734,3.14,2.64,3.02,2.96,2.82,2.56,2.3,2.93,3.67,2.15,2,2.97,2.763333333,419
193,42101020200,1947,4843,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,306,156,168,137,104,152,77,36,42,131,67,26,73,25,0,37190,2.1,2.6,2.3,2.4,2.1,2.5,2.5,2,2.4,2.1,1.8,2.03,2.235833333,289
275,42101029800,1706,3046,1202,0,0,0,25,24,0,10,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,218,131,211,91,88,85,75,23,223,43,110,88,0,0,0,36847.04185,2.57,2.49,2.57,2.09,2.38,2.48,1.59,1.58,3.63,1.59,1.88,1.32,2.180833333,319
111,42101011200,1975,4961,0,0,0,15,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,161,219,146,130,109,103,35,90,189,86,49,15,0,0,36774.84787,2.6,2.4,3.5,1.7,3.3,2.6,2.5,1.7,3.1,1.9,1.5,1.71,2.375833333,820
365,42101038300,912,1228,2029,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,130,41,46,78,61,39,64,11,1,91,19,53,0,0,0,36703.47003,2.42,3,2.38,2.56,2.1,2.53,3.3,2.67,3.09,1.8,1.75,1.6,2.433333333,133
191,42101020101,1519,3720,97,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,117,51,56,143,80,164,80,19,95,74,9,0,0,40,36702.81124,2.1,2.6,2.3,2.4,2.1,2.5,2.5,2,2.4,2.1,1.8,2.03,2.235833333,209
363,42101038100,247,686,52,0,0,1,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,9,20,25,34,15,8,5,0,7,45,8,2,0,0,0,36629.21348,1.85,2.23,1.94,1.93,1.82,1.92,1.52,1.11,1.9,1.35,1.48,1.11,1.68,56
227,42101024900,1067,3752,14,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94,152,71,48,30,57,37,153,167,54,0,0,0,0,36573.78741,2.37,2.18,3.56,2.46,3.16,2.49,2.46,2.08,2.86,1.52,1,1.47,2.300833333,307
187,42101019700,2259,2688,3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,347,267,205,116,163,126,60,0,117,158,160,25,0,38,21,36552.96728,2.52,3.06,2.61,2.75,2.31,2.71,3.2,2.79,3.25,1.8,1.67,1.62,2.524166667,415
258,42101027902,933,4112,246,0,0,16,0,0,0,6,0,0,0,18,0,4,0,4,0,0,19,0,21,0,0,19,0,18,0,0,4,0,15,0,9,14,0,0,0,0,0,0,0,81,106,69,31,49,120,5,91,87,86,23,25,0,0,0,36552.39327,2.49,2.59,3,2.99,2.7,1.7,2.1,2,3.39,1.79,1,1.04,2.2325,150
148,42101015300,1208,3917,58,0,0,32,0,0,0,0,0,0,0,0,3,15,0,29,0,0,0,10,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,0,0,89,124,46,58,61,35,22,14,25,40,44,43,0,9,0,36532.78689,2.64,2.45,3.41,2.5,3.19,2.36,3,2.9,3.78,2.1,1.71,2.03,2.6725,167
40,42101003200,1797,4313,55,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,201,293,77,89,145,157,57,69,75,135,94,74,0,0,11,36492.891,2.5,2.6,2.8,3.1,2.5,2.5,2.5,2.4,2.8,1.8,1.4,1.21,2.3425,619
266,42101028700,810,795,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,79,47,42,0,28,15,111,28,66,29,19,5,0,0,36387.43455,2.39,2.98,2.31,2.5,2.01,2.41,3.37,2.59,3.01,1.79,1.78,1.6,2.395,122
364,42101038200,909,1350,783,0,0,0,0,10,0,3,0,0,0,0,9,95,13,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,38,0,8,0,0,0,0,1,0,0,0,128,96,48,114,46,40,36,29,67,62,95,19,0,0,0,36089.74359,2.42,3.17,2.34,2.61,2.14,2.17,2.46,2.8,3,1.71,1.94,1.53,2.3575,235
136,42101014100,870,1587,98,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,40,0,0,0,29,0,46,0,150,114,76,27,45,42,89,10,26,20,29,40,0,28,0,36077.58621,2.98,3.62,3.37,2.95,3,3.19,1.61,2.7,3.45,2.4,2.2,2.87,2.861666667,101
26,42101002000,765,1457,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,165,59,29,72,73,39,11,5,29,30,41,32,14,10,0,35977.01149,2.5,2.6,2.8,3.1,2.5,2.5,2.5,2.4,2.8,1.8,1.4,1.21,2.3425,290
38,42101003002,1234,2414,251,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,246,0,15,0,0,0,0,0,0,0,0,0,0,0,0,258,85,146,150,4,21,39,29,121,53,53,57,0,4,17,35824.49373,2.44,2.8,3.4,2.6,3.4,1.89,1.92,2.29,2.65,2,1.55,2.4,2.445,347
65,42101006700,2467,4528,406,0,0,29,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55,17,0,97,0,0,0,348,0,0,0,0,0,0,0,0,739,0,398,263,190,91,191,225,174,8,130,135,25,171,29,0,0,35529.55665,2.68,2.7,2.6,2.89,2.4,2.58,3.27,2.27,3.46,2.19,2.09,1.46,2.549166667,524
142,42101014700,1071,3352,68,16,0,12,0,15,0,15,0,25,0,0,11,0,0,0,0,0,16,0,0,0,0,0,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,77,70,50,44,21,42,25,12,54,26,30,29,0,0,0,35354.16667,2.54,3.3,3.19,2.97,2.99,3.33,1.7,2.7,3.45,2.36,2.06,3,2.799166667,134
257,42101027901,1396,4246,71,0,0,20,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,191,81,83,107,148,147,131,78,104,85,72,29,0,0,0,35346.33758,2.5,2.6,3,3,2.7,1.7,2.1,2,3.4,1.8,1,1.04,2.236666667,230
163,42101016902,2141,4996,131,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,210,268,116,105,126,108,15,226,115,83,46,32,23,0,35296.07084,2.49,2.59,3.27,2.1,3.06,2.21,3.56,2.9,3.59,2.27,1.88,2.19,2.675833333,644
96,42101009600,1684,3707,39,0,0,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,159,0,278,161,121,115,51,41,59,93,98,140,104,52,0,0,0,35262.75704,2.24,2.61,2.8,1.73,2.64,2.43,2.24,1.58,3.38,1.77,1.66,1.71,2.2325,357
182,42101019000,2411,3496,2804,0,0,8,18,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,208,0,44,0,0,0,0,18,0,0,0,164,310,170,316,141,105,159,74,179,227,100,34,0,9,0,35213.7827,2.46,2.44,2.24,2.46,2.04,2.09,2.38,2.86,3.24,1.99,1.71,1.59,2.291666667,596
190,42101020000,569,1123,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,75,22,18,73,50,22,124,15,19,20,10,0,18,0,0,35021.45923,2.59,3.09,2.79,2.89,2.49,2.89,3.09,2.88,3.38,1.8,1.6,1.63,2.593333333,79
217,42101023900,1039,1350,69,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,77,22,204,25,93,43,102,116,23,57,27,0,0,0,34973.17597,1.87,2.09,2.03,1.55,1.83,2.24,1.7,1.95,1.69,1.4,1.2,1.24,1.7325,32
168,42101017300,1253,3097,141,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,198,92,118,24,34,40,63,62,79,60,33,8,0,14,34970.385,2.11,2.57,2.27,2.4,2.04,2.52,2.45,2.07,2.46,2.03,1.75,2.03,2.225,211
42,42101003600,2805,5463,170,0,0,0,0,0,0,0,0,0,0,0,0,42,0,26,0,0,59,0,0,0,0,213,0,0,147,0,21,32,116,0,48,326,0,0,0,20,0,40,0,356,240,284,239,222,114,80,26,62,185,91,66,18,18,18,34675.58197,2.57,2.74,3.31,2.58,2.94,2.05,1.9,2.1,2.13,2.17,1.32,1.42,2.269166667,319
225,42101024700,1452,4090,83,0,0,20,10,4,0,0,7,0,0,3,0,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,210,174,102,154,76,80,39,18,99,32,133,11,19,11,0,34559.58549,2.4,2.2,3.6,2.5,3.2,2.5,2.5,2.1,2.9,1.5,1,1.47,2.3225,279
104,42101010500,1447,3085,204,0,0,0,16,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,225,87,153,34,117,69,33,11,0,131,66,22,8,0,11,34555.32575,1.9,2,3.49,3.19,3.19,2.39,2.69,2.19,3.59,1.89,1.89,1.92,2.5275,167
39,42101003100,1681,2998,69,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,11,0,296,100,41,233,105,72,32,111,103,120,63,60,0,0,0,34524.7006,2.57,2.67,3.17,2.72,3.18,2.12,2.57,2.4,2.64,1.87,1.47,2.34,2.476666667,533
359,42101037700,1189,3553,668,0,0,13,23,0,0,1,0,0,0,0,8,0,0,0,0,0,28,0,33,38,0,49,0,16,0,0,0,0,0,8,0,0,0,0,0,0,287,48,0,199,133,72,13,67,10,69,57,55,8,113,32,2,0,0,34445.78313,3,3,3.43,2.71,3.1,2.7,2.52,2.81,3.66,2.23,1.96,2.35,2.789166667,160
194,42101020300,1084,2442,40,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,173,47,75,112,78,95,67,33,78,35,10,40,18,0,0,34337.97909,2.45,2.94,2.64,2.73,2.37,2.78,2.9,2.64,3.08,1.88,1.65,1.74,2.483333333,175
184,42101019200,2529,3763,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,219,146,101,186,107,44,131,253,256,8,43,0,28,0,34260.95821,2.65,2.85,2.78,2.78,2.61,2.86,2.96,3.16,3.45,1.94,1.72,1.55,2.609166667,511
64,42101006600,1441,2739,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,0,0,0,0,0,0,0,402,0,0,22,0,0,0,0,0,197,0,272,82,98,148,105,44,120,26,59,81,110,24,0,11,0,34220.33898,2.55,2.7,2.61,2.84,2.4,2.48,3.12,2.14,3.23,2.14,2.07,1.43,2.475833333,286
188,42101019800,1856,1356,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,134,222,286,138,122,87,104,21,96,37,37,91,11,0,9,34207.8853,2.56,3.08,2.72,2.83,2.42,2.82,3.14,2.85,3.33,1.8,1.63,1.62,2.566666667,388
106,42101010700,1234,3525,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,167,90,113,17,95,17,44,146,39,95,51,0,9,0,0,34065.68516,2.1,1.9,3.1,2.4,2.8,2.5,1.6,2.4,3.6,2,2,1.93,2.360833333,169
41,42101003300,2196,4826,95,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,91,0,0,0,0,3,0,66,0,0,0,0,0,0,68,0,0,0,324,241,212,175,84,68,187,105,154,139,89,26,8,17,5,34045.80153,2.49,2.6,2.79,3.08,2.49,2.49,2.5,2.38,2.78,1.79,1.4,1.21,2.333333333,545
321,42101034501,1879,1601,391,0,0,0,0,24,0,0,37,0,0,37,434,14,0,63,0,0,196,38,0,95,52,0,0,15,0,0,0,0,0,317,0,0,0,0,0,0,32,11,0,245,187,210,233,164,55,140,40,109,83,99,11,29,0,15,34015.4321,1.5,1,1.3,1.1,1.2,1.1,1.5,1.2,1,1.3,1,1.3,1.208333333,55
109,42101011000,1356,3128,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,23,0,198,76,152,114,72,104,19,14,79,70,19,29,11,0,15,34002.05761,2.1,1.9,3.1,2.4,2.8,2.5,1.6,2.4,3.6,2,2,1.93,2.360833333,204
186,42101019502,1226,888,2430,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,125,21,74,96,0,171,0,56,0,48,33,23,0,0,33973.58944,2.43,3.01,2.39,2.57,2.09,2.49,3.34,2.65,3.07,1.8,1.76,1.61,2.434166667,279
69,42101007102,1766,4371,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,40,0,221,164,112,236,84,74,93,63,165,79,66,55,0,0,0,33934.13598,1.73,2.7,2.7,2.48,2.4,1.82,2.13,1.23,1.68,1.77,1.88,1.24,1.98,287
121,42101012203,912,974,78,0,0,5,0,9,0,0,0,0,0,9,0,0,0,0,0,0,13,44,32,33,0,19,0,18,0,0,0,0,0,13,0,0,0,0,0,4,12,5,0,51,67,102,58,17,55,81,47,103,22,28,0,0,0,0,33858.95404,1.84,2.59,2.32,1.62,1.93,1.46,1.77,1.36,2.21,1.82,1.48,1.73,1.844166667,1
153,42101016100,1760,2531,1384,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,224,15,0,94,0,0,0,308,0,27,65,0,0,0,6,0,0,0,355,147,144,139,146,79,93,75,86,127,56,12,46,0,9,33830.91149,2.4,2.9,2.6,2.3,2.3,2.69,2,2.01,2.11,2.09,1.89,1.79,2.256666667,501
125,42101013200,971,2178,97,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,45,0,14,0,4,0,0,15,0,0,0,36,112,0,0,0,0,0,3,0,0,0,198,88,45,51,53,60,35,74,16,52,50,8,14,8,0,33663.56383,1.91,2.71,2.31,1.91,2.11,2.31,1.89,2.3,2.81,1.61,1.6,1.82,2.1075,58
66,42101006900,1007,2397,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,150,88,146,17,13,45,65,0,80,30,64,7,0,14,0,33560.5007,2.59,2.73,2.64,2.61,2.4,2.52,3.1,2.18,3.47,1.85,1.88,1.49,2.455,150
50,42101004101,2058,2613,756,0,0,0,0,108,0,0,0,0,0,14,0,0,0,0,0,0,0,0,35,181,0,211,0,0,437,0,0,39,417,86,0,196,0,0,0,0,0,16,0,188,216,384,174,139,110,126,17,140,75,105,66,0,0,8,33495.42334,2.6,2.2,2.57,2.1,2.37,1.5,1.34,2.01,3.25,2.12,1.22,1.52,2.066666667,275
95,42101009500,1367,3191,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,212,168,67,56,53,58,45,24,153,136,14,14,0,9,0,33191.27849,2.27,2.6,2.84,1.71,2.68,2.43,2.26,1.59,3.35,1.77,1.62,1.71,2.235833333,399
134,42101013900,1051,2631,147,0,11,0,0,3,0,0,0,0,0,0,9,0,26,0,0,0,0,0,0,0,58,2,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,11,203,149,53,48,24,18,0,0,39,134,47,0,0,20,0,33183.67347,2.68,3.48,3.47,3.27,3.27,3.58,2.53,2.7,3.58,2.3,2,2.93,2.9825,128
259,42101028000,1697,3934,22,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,277,160,108,171,99,99,119,66,72,41,53,60,11,6,0,32846.49776,2.36,2.5,3,2.95,2.7,2.25,2.1,2.13,3.44,1.7,1,1.13,2.271666667,285
147,42101015200,1947,5568,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,228,264,171,41,96,53,80,79,50,12,114,15,0,0,24,32799.511,2.4,3.08,3.88,2.49,3.58,2.2,2.62,2.9,3.69,2.1,1.8,1.87,2.7175,307
160,42101016702,1192,2652,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,78,153,44,168,54,27,91,57,20,41,14,12,0,0,13,32687.82383,2.69,2.3,3.28,2.49,3.08,2.4,3.08,2.9,3.79,2.09,1.69,2.06,2.654166667,199
169,42101017400,792,1946,62,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,65,78,4,76,61,7,8,66,46,19,28,0,0,0,32213.93035,2.6,3.1,2.8,2.9,2.5,2.9,3.1,2.9,3.4,1.8,1.6,1.63,2.6025,203
71,42101007300,1167,2647,71,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,87,0,124,145,160,97,70,143,95,44,22,63,15,46,0,0,2,32095.51657,2.35,2.79,2.68,2.09,2.38,2.38,2.77,1.92,3.38,1.28,1.55,1.53,2.258333333,264
185,42101019501,1555,630,3346,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,126,121,42,19,19,12,0,207,31,57,27,9,0,0,31981.93411,2.46,3.03,2.45,2.62,2.15,2.55,3.3,2.69,3.12,1.8,1.73,1.61,2.459166667,276
140,42101014500,648,1328,122,0,0,12,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,86,38,64,28,16,40,0,33,40,24,33,2,0,0,0,31905.94059,3.4,3.9,3.6,3,3.1,3.1,1.8,2.7,3.5,2.4,2.3,2.72,2.96,115
276,42101029900,1544,2734,856,0,0,8,17,61,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,8,0,0,0,7,0,25,0,35,0,262,178,145,143,84,77,36,62,104,101,84,0,7,0,7,31817.82946,2.28,2.39,2.32,2.03,2.15,2.25,1.56,1.39,2.93,1.49,1.72,1.24,1.979166667,326
175,42101017800,2048,2969,2578,0,0,0,0,0,26,0,0,0,0,13,0,38,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,332,0,0,0,0,0,0,13,0,0,0,140,296,225,146,205,117,82,51,23,49,109,31,0,12,0,31611.70929,2.85,2.9,3.02,2.9,2.82,2.52,2.82,3.3,3.4,1.95,1.75,1.61,2.653333333,337
154,42101016200,737,557,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,107,7,14,49,82,6,57,10,11,11,0,0,0,31360.75949,2.68,3.25,3.18,2.7,2.88,3.1,2.28,2.71,3.17,2.04,1.76,1.73,2.623333333,158
274,42101029400,1208,2429,832,0,0,5,53,56,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,100,86,83,169,81,43,55,68,41,24,20,0,0,0,31339.58104,2.39,2.42,2.42,2.05,2.24,2.34,1.57,1.46,3.2,1.53,1.79,1.27,2.056666667,294
110,42101011100,1334,3102,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,191,193,110,62,81,22,33,119,80,48,29,20,0,8,0,30808.23293,2.21,2.55,2.78,1.83,2.56,2.35,2.3,1.62,3.3,1.68,1.48,1.74,2.2,249
171,42101017601,1822,1171,3639,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,185,108,39,47,24,92,0,115,51,75,20,0,0,0,30190.05848,2.53,3.07,2.59,2.73,2.31,2.54,3.08,2.79,3.18,1.8,1.68,1.62,2.493333333,437
89,42101008802,1400,5859,227,0,12,85,0,0,0,23,28,0,0,0,36,11,0,3,0,0,131,24,0,73,0,560,16,106,0,0,35,0,30,42,0,0,0,0,0,0,49,3,12,187,95,89,60,100,11,48,12,39,45,0,6,33,0,0,30062.06897,2,2.79,2.4,1.7,2.3,2.4,2.59,1.11,2.01,1.7,1.7,1.98,2.056666667,55
167,42101017202,1357,3150,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,218,165,56,43,78,103,55,74,63,20,0,0,20,0,30013.88889,2.3,2.3,1.9,2.4,1.4,2.9,1.9,3.1,3.3,1.2,1.2,2.03,2.160833333,317
382,42101980900,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30000,1.68,2.35,2.46,2.16,2.19,1.63,1.82,1.24,1.56,1.64,1.54,1.13,1.783333333,0
189,42101019900,1403,1816,2321,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,185,140,115,83,73,53,59,37,58,47,24,0,0,0,29947.21689,2.54,3.07,2.67,2.79,2.37,2.77,3.17,2.82,3.29,1.8,1.65,1.62,2.546666667,226
146,42101015102,1897,4014,109,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,150,119,96,99,161,61,53,14,53,34,13,11,0,12,29850.2994,2.42,2.74,2.86,2.17,2.59,2.2,3.16,2.9,3.6,2.66,2.19,2.87,2.696666667,301
156,42101016400,1526,2200,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,51,185,95,75,32,45,82,18,74,7,10,11,0,6,29793.7025,3.12,3.49,3.19,2.86,2.82,3.42,2.02,2.83,3.43,2.12,2.02,1.83,2.7625,431
